"","campus","method","year","month","day","site","zone","transect","ANEM","BARROC","BARSAN","BEDRK","BOULD","BRANCH","BROWN","BRYO","COB","CORCAL","CRUCOR","DESSPP","ERECOR","FLATREL","GREEN","HIREL","HYDROID","MACPYRHF","MODREL","PHRCAL","PHYSPP","SAND","SCSB99RED","SHELL","SLTREL","SOLTUN","SPONGE","THYPET","TUBEWORM","BARNAC","CLAM","DIOCHA","CUCSPP","EGRMEN","MUD","DICTYOTALES","COMTUN","DODFEW","DICSPP","BUSHY00","CUPCOR","LAMHOLD","LEAFY","SALTRI","SB00RED","SCUM","STEOSM","SARSPP","PACRUB","SC00RED","ENCRED","LACY","TURF","UNDLAMFAR","BUSHY","TUBEMAT","STYCAL","AGLSTR","DIACAL","DEADHOLD","SCALLOP","THYSQU","UNDBRIT","UNDPAC","OCTOCORAL","PETMON","UNDDET","GORGAD","ERECTRED","MUSSEL","STYPAP","SARHOR","SARMUT","HETPAC","UNDJUVLAM","WATSUB","NERHOLD","TUBECOL","DODSPP","UNDHAL","TUBAMP","UNID","GERRUB","CAPMAT","PHORON","UNDNEOFIM","SARPAL"
"11","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_CEN","INNER","1",1,0,0,62,13,0,3,4,2,4,32,0,30,0,0,0,4,4,57,0,0,0,2,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_CEN","MID","1",0,1,8,9,48,0,3,1,33,0,61,0,4,0,0,0,0,0,90,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_CEN","OUTER","1",0,9,32,0,0,0,0,0,57,0,29,0,14,74,0,0,1,2,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_E","INNER","1",5,2,0,90,0,3,8,10,0,1,9,0,3,0,0,90,0,1,0,0,2,0,14,0,0,12,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_E","MID","1",1,3,2,90,0,7,3,14,0,3,9,0,11,0,0,90,1,0,0,0,0,0,24,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_E","OUTER","1",0,13,47,0,10,0,7,5,26,0,7,0,3,79,0,0,0,3,3,0,0,54,1,1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_W","OUTER","2",2,5,9,3,44,0,5,4,35,0,34,0,11,0,1,0,5,0,1,0,0,8,2,1,89,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_W","INNER","1",0,4,6,19,46,1,1,0,23,0,46,0,10,6,0,1,1,0,18,0,0,1,1,0,65,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_W","INNER","2",0,5,4,6,78,0,1,5,4,0,22,0,11,0,0,0,1,0,0,0,0,3,8,0,90,0,0,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","UCSB","SBTL_UPC_PISCO",1999,9,29,"ANACAPA_EAST_ISLE_W","OUTER","1",0,19,21,4,27,0,0,0,46,0,26,0,18,27,0,0,0,0,0,0,0,13,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_E","INNER","1",6,35,19,85,0,2,0,0,2,0,1,0,0,14,0,0,0,2,0,6,0,3,3,1,76,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_E","MID","1",2,39,15,64,0,0,0,0,5,0,15,0,1,30,0,0,3,0,30,0,0,15,7,0,30,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_E","MID","2",3,9,58,38,0,1,0,0,2,0,0,0,0,50,0,0,0,0,0,2,0,50,0,1,40,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_E","OUTER","1",1,25,16,72,0,0,0,4,4,0,20,0,2,2,0,0,1,1,1,0,0,14,11,3,87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_E","OUTER","2",3,16,8,82,1,16,0,7,2,0,5,0,6,0,0,0,1,0,8,0,0,5,5,1,82,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_E","OUTER","3",2,43,15,59,0,0,0,0,15,0,13,0,0,15,0,0,0,4,30,0,0,15,5,0,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_E","OUTER","4",0,23,23,76,2,2,2,3,1,0,2,0,2,5,0,0,1,9,0,0,0,11,8,0,85,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_W","INNER","2",2,22,6,80,0,5,0,1,0,0,3,0,2,7,0,0,0,0,0,11,0,10,1,2,83,2,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_W","MID","2",1,17,24,88,0,4,1,1,0,0,9,0,1,5,0,0,1,2,0,1,0,2,18,0,85,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_W","OUTER","1",1,29,13,52,3,0,1,0,19,0,3,0,0,45,0,0,0,0,0,0,0,8,6,24,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_W","OUTER","2",1,26,24,73,0,8,0,2,1,0,3,0,1,16,4,0,0,0,0,0,0,16,9,0,74,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_W","INNER","1",0,15,26,49,0,0,0,0,2,0,0,0,0,0,0,0,0,0,45,3,0,29,0,0,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","UCSB","SBTL_UPC_PISCO",1999,11,17,"ARGUELLO_W","MID","1",0,11,75,0,9,0,0,0,9,0,0,0,1,85,0,0,0,0,0,0,0,72,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_E","INNER","1",0,14,20,0,0,0,5,0,4,0,0,0,2,0,0,0,0,3,0,0,0,20,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_E","INNER","2",0,20,21,28,1,0,0,0,14,0,4,0,0,16,0,0,0,2,0,14,0,47,1,0,74,0,0,0,0,0,0,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_E","MID","1",0,37,10,63,0,0,1,0,9,0,0,0,0,90,0,0,0,6,0,0,0,18,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_E","MID","2",0,24,54,56,0,1,1,0,3,0,0,0,0,60,0,0,0,6,0,0,0,31,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_E","OUTER","1",0,27,7,54,0,0,4,0,35,0,27,0,9,90,0,0,0,1,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_E","OUTER","2",0,52,2,88,0,2,2,2,2,0,4,0,4,88,0,0,0,4,0,0,0,0,8,1,2,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_W","INNER","2",2,25,24,67,0,0,6,1,2,0,3,0,7,82,0,0,0,0,0,0,0,21,9,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_W","MID","1",1,40,19,63,0,0,0,2,8,0,0,0,0,0,0,0,0,2,0,4,0,19,5,0,0,0,0,0,0,0,0,13,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_W","INNER","1",0,25,9,80,0,0,8,0,4,0,5,0,4,90,0,0,0,3,0,0,0,6,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_W","MID","2",0,45,3,83,0,0,8,0,7,0,5,0,0,87,0,0,0,12,0,4,0,0,1,1,3,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_W","OUTER","1",0,37,20,66,0,0,4,0,0,0,0,0,0,90,0,0,0,3,0,0,0,24,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","UCSB","SBTL_UPC_PISCO",1999,9,21,"COJO_W","OUTER","2",0,27,25,52,0,0,7,0,3,0,0,0,0,79,0,0,0,4,0,0,0,35,4,2,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_N","MID","2",1,11,1,90,0,5,2,1,0,1,22,0,1,0,0,0,1,0,0,11,0,0,13,0,90,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_N","OUTER","2",1,8,0,90,0,2,2,6,0,2,30,0,7,0,0,0,3,10,0,0,0,0,9,0,90,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_N","INNER","1",0,6,2,90,0,1,3,0,0,0,52,0,0,0,0,0,0,4,0,0,0,0,12,0,90,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_N","INNER","2",0,23,9,82,0,5,2,0,8,0,26,0,4,4,0,0,0,0,0,6,0,0,7,0,86,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_N","MID","1",0,9,5,85,0,0,3,0,0,0,33,0,0,0,0,0,0,1,0,11,0,5,11,0,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_N","OUTER","1",0,21,0,85,0,0,3,0,5,0,41,0,5,0,0,0,0,1,0,0,0,0,9,0,90,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_S","INNER","1",0,1,58,4,6,3,11,0,2,0,2,0,1,78,0,0,0,0,0,2,0,78,1,0,12,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_S","MID","1",0,3,38,30,60,0,4,0,0,1,2,0,0,0,0,0,0,0,0,14,0,0,5,0,90,1,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_S","MID","2",0,5,57,12,18,0,12,0,0,0,0,0,1,65,0,0,0,1,0,5,0,60,3,0,25,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","UCSB","SBTL_UPC_PISCO",1999,11,18,"JALAMA_S","OUTER","1",0,17,47,44,0,0,2,0,15,0,0,0,0,35,0,0,0,1,0,0,0,31,8,1,55,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","UCSB","SBTL_UPC_PISCO",1999,9,22,"NAPLES_CEN","MID","1",17,10,1,88,2,0,0,3,0,0,25,0,1,0,0,10,2,0,24,0,0,0,8,0,16,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","UCSB","SBTL_UPC_PISCO",1999,9,22,"NAPLES_CEN","MID","2",4,11,6,90,0,0,0,29,0,10,1,0,0,10,1,22,0,5,32,0,0,0,0,0,27,4,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","UCSB","SBTL_UPC_PISCO",1999,9,22,"NAPLES_CEN","MID","4",2,16,7,74,0,5,0,10,15,2,0,0,27,0,0,0,0,0,2,0,0,1,1,2,88,3,0,0,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
